state	year	county	precinct	g2012_USP_adv	g2012_USP_edv	g2012_USP_ldv	g2012_USP_dv	g2012_USP_arv	g2012_USP_erv	g2012_USP_lrv	g2012_USP_rv	g2012_USP_tv	g2012_USP_atv	g2012_USP_etv	g2012_USP_ltv	cd	g2012_USH_adv	g2012_USH_edv	g2012_USH_ldv	g2012_USH_dv	g2012_USH_arv	g2012_USH_erv	g2012_USH_lrv	g2012_USH_rv	g2012_USH_tv	g2012_USH_atv	g2012_USH_etv	g2012_USH_ltv	cd2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_ldv2	g2012_USH_dv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_lrv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_atv2	g2012_USH_etv2	g2012_USH_ltv2	sd	g2012_STS_adv	g2012_STS_edv	g2012_STS_ldv	g2012_STS_dv	g2012_STS_arv	g2012_STS_erv	g2012_STS_lrv	g2012_STS_rv	g2012_STS_tv	g2012_STS_atv	g2012_STS_etv	g2012_STS_ltv	sd2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_ldv2	g2012_STS_dv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_lrv2	g2012_STS_rv2	g2012_STS_tv2	g2012_STS_atv2	g2012_STS_etv2	g2012_STS_ltv2	ld	g2012_STH_adv	g2012_STH_edv	g2012_STH_ldv	g2012_STH_dv	g2012_STH_arv	g2012_STH_erv	g2012_STH_lrv	g2012_STH_rv	g2012_STH_tv	g2012_STH_atv	g2012_STH_etv	g2012_STH_ltv	ld2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_ldv2	g2012_STH_dv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_lrv2	g2012_STH_rv2	g2012_STH_tv2	g2012_STH_atv2	g2012_STH_etv2	g2012_STH_ltv2	ld3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_ldv3	g2012_STH_dv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_lrv3	g2012_STH_rv3	g2012_STH_tv3	g2012_STH_atv3	g2012_STH_etv3	g2012_STH_ltv3	ld4	g2012_STH_adv4	g2012_STH_edv4	g2012_STH_ldv4	g2012_STH_dv4	g2012_STH_arv4	g2012_STH_erv4	g2012_STH_lrv4	g2012_STH_rv4	g2012_STH_tv4	g2012_STH_atv4	g2012_STH_etv4	g2012_STH_ltv4	ld5	g2012_STH_adv5	g2012_STH_edv5	g2012_STH_ldv5	g2012_STH_dv5	g2012_STH_arv5	g2012_STH_erv5	g2012_STH_lrv5	g2012_STH_rv5	g2012_STH_tv5	g2012_STH_atv5	g2012_STH_etv5	g2012_STH_ltv5	ld6	g2012_STH_adv6	g2012_STH_edv6	g2012_STH_ldv6	g2012_STH_dv6	g2012_STH_arv6	g2012_STH_erv6	g2012_STH_lrv6	g2012_STH_rv6	g2012_STH_tv6	g2012_STH_atv6	g2012_STH_etv6	g2012_STH_ltv6	ld7	g2012_STH_adv7	g2012_STH_edv7	g2012_STH_ldv7	g2012_STH_dv7	g2012_STH_arv7	g2012_STH_erv7	g2012_STH_lrv7	g2012_STH_rv7	g2012_STH_tv7	g2012_STH_atv7	g2012_STH_etv7	g2012_STH_ltv7	ld8	g2012_STH_adv8	g2012_STH_edv8	g2012_STH_ldv8	g2012_STH_dv8	g2012_STH_arv8	g2012_STH_erv8	g2012_STH_lrv8	g2012_STH_rv8	g2012_STH_tv8	g2012_STH_atv8	g2012_STH_etv8	g2012_STH_ltv8	ld9	g2012_STH_adv9	g2012_STH_edv9	g2012_STH_ldv9	g2012_STH_dv9	g2012_STH_arv9	g2012_STH_erv9	g2012_STH_lrv9	g2012_STH_rv9	g2012_STH_tv9	g2012_STH_atv9	g2012_STH_etv9	g2012_STH_ltv9
"OK"	2012	"TULSA"	720002	0	0	750	750	0	0	83	83	833	0	0	833	1	0	0	723	723	0	0	74	74	826	0	0	826														11	0	0	708	708	0	0	72	72	825	0	0	825														72	0	0	779	779	0	0	47	47	826	0	0	826																																																																																																								
"OK"	2012	"TULSA"	720003	0	0	188	188	0	0	157	157	345	0	0	345	1	0	0	179	179	0	0	146	146	344	0	0	344														11	0	0	174	174	0	0	120	120	341	0	0	341														72	0	0	251	251	0	0	84	84	335	0	0	335																																																																																																								
"OK"	2012	"TULSA"	720004	0	0	910	910	0	0	47	47	957	0	0	957	1	0	0	883	883	0	0	47	47	952	0	0	952														11	0	0	880	880	0	0	53	53	954	0	0	954																																																																																																																																		
"OK"	2012	"TULSA"	720005	0	0	450	450	0	0	37	37	487	0	0	487	1	0	0	435	435	0	0	34	34	480	0	0	480														11	0	0	430	430	0	0	35	35	485	0	0	485														72	0	0	446	446	0	0	31	31	477	0	0	477																																																																																																								
"OK"	2012	"TULSA"	720006	0	0	956	956	0	0	30	30	986	0	0	986	1	0	0	915	915	0	0	42	42	973	0	0	973														11	0	0	915	915	0	0	35	35	981	0	0	981																																																																																																																																		
"OK"	2012	"TULSA"	720007	0	0	454	454	0	0	29	29	483	0	0	483	1	0	0	446	446	0	0	27	27	480	0	0	480														11	0	0	431	431	0	0	26	26	480	0	0	480																																																																																																																																		
"OK"	2012	"TULSA"	720008	0	0	492	492	0	0	65	65	557	0	0	557	1	0	0	469	469	0	0	62	62	559	0	0	559														11	0	0	473	473	0	0	45	45	560	0	0	560														72	0	0	504	504	0	0	49	49	553	0	0	553																																																																																																								
"OK"	2012	"TULSA"	720009	0	0	212	212	0	0	19	19	231	0	0	231	1	0	0	201	201	0	0	20	20	228	0	0	228														11	0	0	198	198	0	0	21	21	230	0	0	230														72	0	0	209	209	0	0	20	20	229	0	0	229																																																																																																								
"OK"	2012	"TULSA"	720010	0	0	565	565	0	0	28	28	593	0	0	593	1	0	0	544	544	0	0	32	32	590	0	0	590														11	0	0	549	549	0	0	20	20	592	0	0	592																																																																																																																																		
"OK"	2012	"TULSA"	720011	0	0	364	364	0	0	173	173	537	0	0	537	1	0	0	348	348	0	0	156	156	534	0	0	534														11	0	0	334	334	0	0	146	146	532	0	0	532														72	0	0	412	412	0	0	114	114	526	0	0	526																																																																																																								
"OK"	2012	"TULSA"	720012	0	0	375	375	0	0	140	140	515	0	0	515	1	0	0	354	354	0	0	130	130	511	0	0	511														11	0	0	341	341	0	0	118	118	511	0	0	511														72	0	0	404	404	0	0	105	105	509	0	0	509																																																																																																								
"OK"	2012	"TULSA"	720013	0	0	913	913	0	0	28	28	941	0	0	941	1	0	0	883	883	0	0	29	29	934	0	0	934														11	0	0	870	870	0	0	23	23	933	0	0	933																																																																																																																																		
"OK"	2012	"TULSA"	720014	0	0	354	354	0	0	39	39	393	0	0	393	1	0	0	337	337	0	0	38	38	389	0	0	389														11	0	0	342	342	0	0	24	24	389	0	0	389																																																																																																																																		
"OK"	2012	"TULSA"	720015	0	0	324	324	0	0	68	68	392	0	0	392	1	0	0	314	314	0	0	60	60	390	0	0	390														11	0	0	305	305	0	0	61	61	390	0	0	390																																																																																																																																		
"OK"	2012	"TULSA"	720016	0	0	86	86	0	0	76	76	162	0	0	162	1	0	0	76	76	0	0	76	76	163	0	0	163														11	0	0	83	83	0	0	66	66	162	0	0	162																																																																																																																																		
"OK"	2012	"TULSA"	720017	0	0	192	192	0	0	141	141	333	0	0	333	1	0	0	176	176	0	0	125	125	334	0	0	334														11	0	0	174	174	0	0	104	104	334	0	0	334														72	0	0	230	230	0	0	102	102	332	0	0	332																																																																																																								
"OK"	2012	"TULSA"	720018	0	0	213	213	0	0	181	181	394	0	0	394	1	0	0	192	192	0	0	165	165	388	0	0	388														11	0	0	193	193	0	0	132	132	390	0	0	390														72	0	0	267	267	0	0	118	118	385	0	0	385																																																																																																								
"OK"	2012	"TULSA"	720019	0	0	277	277	0	0	245	245	522	0	0	522	1	0	0	258	258	0	0	221	221	517	0	0	517														11	0	0	214	214	0	0	209	209	512	0	0	512																																																																																																																																		
"OK"	2012	"TULSA"	720020	0	0	260	260	0	0	198	198	458	0	0	458	1	0	0	225	225	0	0	187	187	455	0	0	455														11	0	0	216	216	0	0	184	184	452	0	0	452														72	0	0	292	292	0	0	152	152	444	0	0	444																																																																																																								
"OK"	2012	"TULSA"	720021	0	0	14	14	0	0	33	33	47	0	0	47	1	0	0	13	13	0	0	30	30	46	0	0	46																																								72	0	0	17	17	0	0	25	25	42	0	0	42																																																																																																								
"OK"	2012	"TULSA"	720022	0	0	236	236	0	0	335	335	571	0	0	571	1	0	0	219	219	0	0	317	317	568	0	0	568																																																																																																																																																												
"OK"	2012	"TULSA"	720023	0	0	96	96	0	0	214	214	310	0	0	310	1	0	0	85	85	0	0	207	207	309	0	0	309																																																																																																																																																												
"OK"	2012	"TULSA"	720024	0	0	222	222	0	0	279	279	501	0	0	501	1	0	0	209	209	0	0	260	260	501	0	0	501																																																																																																																																																												
"OK"	2012	"TULSA"	720025	0	0	197	197	0	0	203	203	400	0	0	400	1	0	0	189	189	0	0	188	188	392	0	0	392														11	0	0	172	172	0	0	169	169	396	0	0	396																																																																																																																																		
"OK"	2012	"TULSA"	720026	0	0	280	280	0	0	232	232	512	0	0	512	1	0	0	262	262	0	0	206	206	505	0	0	505														11	0	0	235	235	0	0	204	204	504	0	0	504																																																																																																																																		
"OK"	2012	"TULSA"	720027	0	0	223	223	0	0	215	215	438	0	0	438	1	0	0	212	212	0	0	206	206	441	0	0	441														11	0	0	198	198	0	0	186	186	438	0	0	438																																																																																																																																		
"OK"	2012	"TULSA"	720028	0	0	271	271	0	0	305	305	576	0	0	576	1	0	0	262	262	0	0	273	273	576	0	0	576																																																																																																																																																												
"OK"	2012	"TULSA"	720029	0	0	217	217	0	0	248	248	465	0	0	465	1	0	0	198	198	0	0	234	234	464	0	0	464																																																																																																																																																												
"OK"	2012	"TULSA"	720030	0	0	287	287	0	0	196	196	483	0	0	483	1	0	0	260	260	0	0	183	183	475	0	0	475														11	0	0	257	257	0	0	160	160	470	0	0	470																																																																																																																																		
"OK"	2012	"TULSA"	720031	0	0	175	175	0	0	115	115	290	0	0	290	1	0	0	152	152	0	0	113	113	286	0	0	286														11	0	0	143	143	0	0	102	102	282	0	0	282																																																																																																																																		
"OK"	2012	"TULSA"	720032	0	0	252	252	0	0	182	182	434	0	0	434	1	0	0	233	233	0	0	158	158	425	0	0	425														11	0	0	225	225	0	0	144	144	424	0	0	424														72	0	0	291	291	0	0	130	130	421	0	0	421																																																																																																								
"OK"	2012	"TULSA"	720033	0	0	212	212	0	0	142	142	354	0	0	354	1	0	0	200	200	0	0	142	142	359	0	0	359																																								72	0	0	244	244	0	0	105	105	349	0	0	349																																																																																																								
"OK"	2012	"TULSA"	720034	0	0	149	149	0	0	137	137	286	0	0	286	1	0	0	146	146	0	0	117	117	282	0	0	282																																																																																																																																																												
"OK"	2012	"TULSA"	720035	0	0	441	441	0	0	505	505	946	0	0	946	1	0	0	414	414	0	0	456	456	937	0	0	937														39	0	0	497	497	0	0	434	434	931	0	0	931																																																																																																																																		
"OK"	2012	"TULSA"	720036	0	0	456	456	0	0	466	466	922	0	0	922	1	0	0	422	422	0	0	442	442	916	0	0	916														39	0	0	521	521	0	0	383	383	904	0	0	904																																																																																																																																		
"OK"	2012	"TULSA"	720037	0	0	133	133	0	0	75	75	208	0	0	208	1	0	0	113	113	0	0	73	73	207	0	0	207																																								72	0	0	138	138	0	0	67	67	205	0	0	205																																																																																																								
"OK"	2012	"TULSA"	720038	0	0	209	209	0	0	268	268	477	0	0	477	1	0	0	191	191	0	0	250	250	478	0	0	478														39	0	0	242	242	0	0	227	227	469	0	0	469																																																																																																																																		
"OK"	2012	"TULSA"	720039	0	0	293	293	0	0	403	403	696	0	0	696	1	0	0	269	269	0	0	380	380	690	0	0	690														39	0	0	333	333	0	0	345	345	678	0	0	678																																																																																																																																		
"OK"	2012	"TULSA"	720040	0	0	125	125	0	0	113	113	238	0	0	238	1	0	0	116	116	0	0	103	103	233	0	0	233																																																																																																																																																												
"OK"	2012	"TULSA"	720041	0	0	183	183	0	0	209	209	392	0	0	392	1	0	0	164	164	0	0	213	213	392	0	0	392																																																																																																																																																												
"OK"	2012	"TULSA"	720042	0	0	130	130	0	0	317	317	447	0	0	447	1	0	0	120	120	0	0	290	290	440	0	0	440																																								23	0	0	148	148	0	0	294	294	442	0	0	442																																																																																																								
"OK"	2012	"TULSA"	720043	0	0	144	144	0	0	320	320	464	0	0	464	1	0	0	128	128	0	0	311	311	463	0	0	463																																																																																																																																																												
"OK"	2012	"TULSA"	720044	0	0	283	283	0	0	492	492	775	0	0	775	1	0	0	285	285	0	0	466	466	775	0	0	775																																								23	0	0	323	323	0	0	449	449	772	0	0	772																																																																																																								
"OK"	2012	"TULSA"	720045	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																								23	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																								
"OK"	2012	"TULSA"	720046	0	0	712	712	0	0	507	507	1219	0	0	1219	1	0	0	656	656	0	0	487	487	1214	0	0	1214																																								66	0	0	690	690	0	0	493	493	1183	0	0	1183																																																																																																								
"OK"	2012	"TULSA"	720047	0	0	99	99	0	0	51	51	150	0	0	150	1	0	0	94	94	0	0	50	50	151	0	0	151														11	0	0	91	91	0	0	42	42	150	0	0	150														78	0	0	105	105	0	0	44	44	149	0	0	149																																																																																																								
"OK"	2012	"TULSA"	720048	0	0	519	519	0	0	353	353	872	0	0	872	1	0	0	488	488	0	0	333	333	871	0	0	871																																								78	0	0	571	571	0	0	284	284	855	0	0	855																																																																																																								
"OK"	2012	"TULSA"	720049	0	0	226	226	0	0	122	122	348	0	0	348	1	0	0	206	206	0	0	112	112	349	0	0	349														11	0	0	200	200	0	0	99	99	346	0	0	346														72	0	0	242	242	0	0	99	99	341	0	0	341																																																																																																								
"OK"	2012	"TULSA"	720050	0	0	303	303	0	0	211	211	514	0	0	514	1	0	0	280	280	0	0	206	206	511	0	0	511																																								78	0	0	346	346	0	0	158	158	504	0	0	504																																																																																																								
"OK"	2012	"TULSA"	720051	0	0	394	394	0	0	322	322	716	0	0	716	1	0	0	348	348	0	0	308	308	708	0	0	708																																								78	0	0	459	459	0	0	243	243	702	0	0	702																																																																																																								
"OK"	2012	"TULSA"	720052	0	0	640	640	0	0	666	666	1306	0	0	1306	1	0	0	594	594	0	0	639	639	1292	0	0	1292																																								78	0	0	827	827	0	0	466	466	1293	0	0	1293																																																																																																								
"OK"	2012	"TULSA"	720053	0	0	479	479	0	0	634	634	1113	0	0	1113	1	0	0	449	449	0	0	611	611	1110	0	0	1110																																								23	0	0	560	560	0	0	543	543	1103	0	0	1103																																																																																																								
"OK"	2012	"TULSA"	720054	0	0	587	587	0	0	625	625	1212	0	0	1212	1	0	0	521	521	0	0	591	591	1198	0	0	1198														39	0	0	603	603	0	0	576	576	1179	0	0	1179														78	0	0	745	745	0	0	437	437	1182	0	0	1182																																																																																																								
"OK"	2012	"TULSA"	720055	0	0	319	319	0	0	404	404	723	0	0	723	1	0	0	267	267	0	0	395	395	719	0	0	719														39	0	0	354	354	0	0	352	352	706	0	0	706														78	0	0	447	447	0	0	263	263	710	0	0	710																																																																																																								
"OK"	2012	"TULSA"	720056	0	0	391	391	0	0	465	465	856	0	0	856	1	0	0	350	350	0	0	440	440	849	0	0	849														39	0	0	423	423	0	0	415	415	838	0	0	838														78	0	0	517	517	0	0	320	320	837	0	0	837																																																																																																								
"OK"	2012	"TULSA"	720057	0	0	136	136	0	0	191	191	327	0	0	327	1	0	0	122	122	0	0	184	184	325	0	0	325														39	0	0	155	155	0	0	168	168	323	0	0	323														78	0	0	190	190	0	0	132	132	322	0	0	322																																																																																																								
"OK"	2012	"TULSA"	720058	0	0	130	130	0	0	273	273	403	0	0	403	1	0	0	122	122	0	0	260	260	395	0	0	395																																								78	0	0	226	226	0	0	172	172	398	0	0	398																																																																																																								
"OK"	2012	"TULSA"	720059	0	0	208	208	0	0	260	260	468	0	0	468	1	0	0	178	178	0	0	259	259	467	0	0	467																																								78	0	0	297	297	0	0	163	163	460	0	0	460																																																																																																								
"OK"	2012	"TULSA"	720060	0	0	292	292	0	0	366	366	658	0	0	658	1	0	0	271	271	0	0	353	353	656	0	0	656																																								23	0	0	326	326	0	0	327	327	653	0	0	653																																																																																																								
"OK"	2012	"TULSA"	720061	0	0	440	440	0	0	448	448	888	0	0	888	1	0	0	407	407	0	0	419	419	875	0	0	875																																								23	0	0	495	495	0	0	385	385	880	0	0	880																																																																																																								
"OK"	2012	"TULSA"	720062	0	0	613	613	0	0	802	802	1415	0	0	1415	1	0	0	614	614	0	0	740	740	1404	0	0	1404																																								71	0	0	639	639	0	0	765	765	1404	0	0	1404																																																																																																								
"OK"	2012	"TULSA"	720063	0	0	326	326	0	0	275	275	601	0	0	601	1	0	0	305	305	0	0	242	242	590	0	0	590																																								71	0	0	315	315	0	0	276	276	591	0	0	591																																																																																																								
"OK"	2012	"TULSA"	720064	0	0	391	391	0	0	432	432	823	0	0	823	1	0	0	359	359	0	0	393	393	809	0	0	809																																								71	0	0	396	396	0	0	418	418	814	0	0	814																																																																																																								
"OK"	2012	"TULSA"	720065	0	0	321	321	0	0	639	639	960	0	0	960	1	0	0	347	347	0	0	579	579	949	0	0	949														39	0	0	355	355	0	0	580	580	935	0	0	935														71	0	0	351	351	0	0	603	603	954	0	0	954																																																																																																								
"OK"	2012	"TULSA"	720066	0	0	321	321	0	0	541	541	862	0	0	862	1	0	0	326	326	0	0	503	503	853	0	0	853																																								71	0	0	335	335	0	0	521	521	856	0	0	856																																																																																																								
"OK"	2012	"TULSA"	720067	0	0	287	287	0	0	490	490	777	0	0	777	1	0	0	279	279	0	0	463	463	774	0	0	774																																								71	0	0	302	302	0	0	463	463	765	0	0	765																																																																																																								
"OK"	2012	"TULSA"	720068	0	0	350	350	0	0	362	362	712	0	0	712	1	0	0	307	307	0	0	351	351	706	0	0	706																																								71	0	0	355	355	0	0	348	348	703	0	0	703																																																																																																								
"OK"	2012	"TULSA"	720069	0	0	548	548	0	0	714	714	1262	0	0	1262	1	0	0	501	501	0	0	690	690	1259	0	0	1259																																								71	0	0	552	552	0	0	703	703	1255	0	0	1255																																																																																																								
"OK"	2012	"TULSA"	720070	0	0	125	125	0	0	147	147	272	0	0	272	1	0	0	115	115	0	0	146	146	272	0	0	272																																								78	0	0	163	163	0	0	105	105	268	0	0	268																																																																																																								
"OK"	2012	"TULSA"	720071	0	0	641	641	0	0	1068	1068	1709	0	0	1709	1	0	0	620	620	0	0	1007	1007	1690	0	0	1690														39	0	0	683	683	0	0	971	971	1654	0	0	1654																																																																																																																																		
"OK"	2012	"TULSA"	720072	0	0	245	245	0	0	419	419	664	0	0	664	1	0	0	258	258	0	0	380	380	657	0	0	657																																																																																																																																																												
"OK"	2012	"TULSA"	720073	0	0	224	224	0	0	455	455	679	0	0	679	1	0	0	236	236	0	0	422	422	676	0	0	676																																																																																																																																																												
"OK"	2012	"TULSA"	720074	0	0	322	322	0	0	630	630	952	0	0	952	1	0	0	322	322	0	0	596	596	951	0	0	951																																																																																																																																																												
"OK"	2012	"TULSA"	720075	0	0	292	292	0	0	299	299	591	0	0	591	1	0	0	264	264	0	0	279	279	591	0	0	591														39	0	0	320	320	0	0	262	262	582	0	0	582																																																																																																																																		
"OK"	2012	"TULSA"	720076	0	0	351	351	0	0	478	478	829	0	0	829	1	0	0	320	320	0	0	461	461	824	0	0	824														39	0	0	387	387	0	0	425	425	812	0	0	812																																																																																																																																		
"OK"	2012	"TULSA"	720077	0	0	413	413	0	0	496	496	909	0	0	909	1	0	0	379	379	0	0	467	467	899	0	0	899														39	0	0	454	454	0	0	437	437	891	0	0	891														78	0	0	546	546	0	0	351	351	897	0	0	897																																																																																																								
"OK"	2012	"TULSA"	720078	0	0	419	419	0	0	655	655	1074	0	0	1074	1	0	0	376	376	0	0	631	631	1077	0	0	1077														39	0	0	458	458	0	0	602	602	1060	0	0	1060														78	0	0	628	628	0	0	432	432	1060	0	0	1060																																																																																																								
"OK"	2012	"TULSA"	720079	0	0	441	441	0	0	555	555	996	0	0	996	1	0	0	402	402	0	0	537	537	995	0	0	995														39	0	0	500	500	0	0	483	483	983	0	0	983														78	0	0	609	609	0	0	378	378	987	0	0	987																																																																																																								
"OK"	2012	"TULSA"	720080	0	0	115	115	0	0	105	105	220	0	0	220	1	0	0	103	103	0	0	107	107	218	0	0	218														39	0	0	120	120	0	0	97	97	217	0	0	217																																																																																																																																		
"OK"	2012	"TULSA"	720081	0	0	472	472	0	0	648	648	1120	0	0	1120	1	0	0	440	440	0	0	622	622	1113	0	0	1113														39	0	0	517	517	0	0	569	569	1086	0	0	1086																																																																																																																																		
"OK"	2012	"TULSA"	720082	0	0	314	314	0	0	429	429	743	0	0	743	1	0	0	309	309	0	0	398	398	738	0	0	738														39	0	0	323	323	0	0	407	407	730	0	0	730																																																																																																																																		
"OK"	2012	"TULSA"	720083	0	0	344	344	0	0	390	390	734	0	0	734	1	0	0	306	306	0	0	362	362	720	0	0	720														39	0	0	365	365	0	0	351	351	716	0	0	716																																																																																																																																		
"OK"	2012	"TULSA"	720084	0	0	273	273	0	0	399	399	672	0	0	672	1	0	0	253	253	0	0	398	398	679	0	0	679														39	0	0	294	294	0	0	371	371	665	0	0	665																																																																																																																																		
"OK"	2012	"TULSA"	720085	0	0	177	177	0	0	172	172	349	0	0	349	1	0	0	175	175	0	0	157	157	348	0	0	348														39	0	0	202	202	0	0	140	140	342	0	0	342																																																																																																																																		
"OK"	2012	"TULSA"	720086	0	0	370	370	0	0	586	586	956	0	0	956	1	0	0	329	329	0	0	564	564	941	0	0	941																																																																																																																																																												
"OK"	2012	"TULSA"	720087	0	0	401	401	0	0	550	550	951	0	0	951	1	0	0	360	360	0	0	525	525	944	0	0	944														39	0	0	407	407	0	0	522	522	929	0	0	929																																																																																																																																		
"OK"	2012	"TULSA"	720088	0	0	118	118	0	0	128	128	246	0	0	246	1	0	0	101	101	0	0	127	127	240	0	0	240																																																																																																																																																												
"OK"	2012	"TULSA"	720089	0	0	179	179	0	0	212	212	391	0	0	391	1	0	0	168	168	0	0	199	199	392	0	0	392														39	0	0	197	197	0	0	192	192	389	0	0	389																																																																																																																																		
"OK"	2012	"TULSA"	720090	0	0	219	219	0	0	177	177	396	0	0	396	1	0	0	199	199	0	0	174	174	395	0	0	395																																																																																																																																																												
"OK"	2012	"TULSA"	720091	0	0	259	259	0	0	295	295	554	0	0	554	1	0	0	241	241	0	0	271	271	542	0	0	542																																																																																																																																																												
"OK"	2012	"TULSA"	720092	0	0	201	201	0	0	275	275	476	0	0	476	1	0	0	184	184	0	0	256	256	476	0	0	476														39	0	0	228	228	0	0	243	243	471	0	0	471														78	0	0	273	273	0	0	195	195	468	0	0	468																																																																																																								
"OK"	2012	"TULSA"	720093	0	0	173	173	0	0	306	306	479	0	0	479	1	0	0	155	155	0	0	296	296	477	0	0	477														39	0	0	205	205	0	0	264	264	469	0	0	469														78	0	0	236	236	0	0	233	233	469	0	0	469																																																																																																								
"OK"	2012	"TULSA"	720094	0	0	318	318	0	0	504	504	822	0	0	822	1	0	0	283	283	0	0	487	487	812	0	0	812																																								78	0	0	411	411	0	0	392	392	803	0	0	803																																																																																																								
"OK"	2012	"TULSA"	720095	0	0	283	283	0	0	519	519	802	0	0	802	1	0	0	267	267	0	0	485	485	801	0	0	801																																								78	0	0	410	410	0	0	373	373	783	0	0	783																																																																																																								
"OK"	2012	"TULSA"	720096	0	0	272	272	0	0	359	359	631	0	0	631	1	0	0	238	238	0	0	350	350	626	0	0	626																																																																																																																																																												
"OK"	2012	"TULSA"	720097	0	0	470	470	0	0	499	499	969	0	0	969	1	0	0	425	425	0	0	485	485	966	0	0	966																																								23	0	0	498	498	0	0	464	464	962	0	0	962																																																																																																								
"OK"	2012	"TULSA"	720098	0	0	281	281	0	0	353	353	634	0	0	634	1	0	0	268	268	0	0	334	334	637	0	0	637																																								23	0	0	299	299	0	0	330	330	629	0	0	629																																																																																																								
"OK"	2012	"TULSA"	720099	0	0	277	277	0	0	291	291	568	0	0	568	1	0	0	255	255	0	0	267	267	554	0	0	554																																								23	0	0	285	285	0	0	271	271	556	0	0	556																																																																																																								
"OK"	2012	"TULSA"	720100	0	0	119	119	0	0	193	193	312	0	0	312	1	0	0	114	114	0	0	185	185	311	0	0	311																																																																																																																																																												
"OK"	2012	"TULSA"	720101	0	0	459	459	0	0	579	579	1038	0	0	1038	1	0	0	444	444	0	0	535	535	1029	0	0	1029																																																																																																																																																												
"OK"	2012	"TULSA"	720102	0	0	429	429	0	0	496	496	925	0	0	925	1	0	0	386	386	0	0	467	467	916	0	0	916																																																																																																																																																												
"OK"	2012	"TULSA"	720103	0	0	167	167	0	0	298	298	465	0	0	465	1	0	0	156	156	0	0	275	275	461	0	0	461																																																																																																																																																												
"OK"	2012	"TULSA"	720104	0	0	240	240	0	0	325	325	565	0	0	565	1	0	0	216	216	0	0	311	311	557	0	0	557																																																																																																																																																												
"OK"	2012	"TULSA"	720105	0	0	351	351	0	0	469	469	820	0	0	820	1	0	0	327	327	0	0	438	438	804	0	0	804																																																																																																																																																												
"OK"	2012	"TULSA"	720106	0	0	169	169	0	0	231	231	400	0	0	400	1	0	0	155	155	0	0	225	225	398	0	0	398																																																																																																																																																												
"OK"	2012	"TULSA"	720107	0	0	469	469	0	0	565	565	1034	0	0	1034	1	0	0	436	436	0	0	549	549	1030	0	0	1030																																								71	0	0	470	470	0	0	551	551	1021	0	0	1021																																																																																																								
"OK"	2012	"TULSA"	720108	0	0	296	296	0	0	354	354	650	0	0	650	1	0	0	263	263	0	0	344	344	643	0	0	643																																								71	0	0	293	293	0	0	350	350	643	0	0	643																																																																																																								
"OK"	2012	"TULSA"	720109	0	0	269	269	0	0	195	195	464	0	0	464	1	0	0	243	243	0	0	191	191	460	0	0	460																																								71	0	0	260	260	0	0	198	198	458	0	0	458																																																																																																								
"OK"	2012	"TULSA"	720110	0	0	376	376	0	0	410	410	786	0	0	786	1	0	0	341	341	0	0	402	402	781	0	0	781																																								71	0	0	354	354	0	0	422	422	776	0	0	776																																																																																																								
"OK"	2012	"TULSA"	720111	0	0	329	329	0	0	286	286	615	0	0	615	1	0	0	302	302	0	0	281	281	614	0	0	614																																								71	0	0	327	327	0	0	284	284	611	0	0	611																																																																																																								
"OK"	2012	"TULSA"	720112	0	0	372	372	0	0	391	391	763	0	0	763	1	0	0	332	332	0	0	388	388	755	0	0	755																																								71	0	0	355	355	0	0	399	399	754	0	0	754																																																																																																								
"OK"	2012	"TULSA"	720113	0	0	339	339	0	0	484	484	823	0	0	823	1	0	0	289	289	0	0	478	478	811	0	0	811																																																																																																																																																												
"OK"	2012	"TULSA"	720114	0	0	193	193	0	0	264	264	457	0	0	457	1	0	0	163	163	0	0	267	267	451	0	0	451																																																																																																																																																												
"OK"	2012	"TULSA"	720115	0	0	155	155	0	0	389	389	544	0	0	544	1	0	0	158	158	0	0	372	372	545	0	0	545																																																																																																																																																												
"OK"	2012	"TULSA"	720116	0	0	218	218	0	0	618	618	836	0	0	836	1	0	0	194	194	0	0	605	605	831	0	0	831																																																																																																																																																												
"OK"	2012	"TULSA"	720117	0	0	454	454	0	0	1135	1135	1589	0	0	1589	1	0	0	413	413	0	0	1093	1093	1576	0	0	1576																																																																																																																																																												
"OK"	2012	"TULSA"	720118	0	0	312	312	0	0	1070	1070	1382	0	0	1382	1	0	0	291	291	0	0	1034	1034	1365	0	0	1365														39	0	0	333	333	0	0	1011	1011	1344	0	0	1344																																																																																																																																		
"OK"	2012	"TULSA"	720119	0	0	201	201	0	0	706	706	907	0	0	907	1	0	0	193	193	0	0	692	692	901	0	0	901																																																																																																																																																												
